id,source,target
178,"Er kam ein bißchen spät nach Haus, und indem er behutsam in das Fenster kletterte, entdeckte er einen Hinterhalt in Gestalt seiner Tante; und als _sie_ den Zustand seiner Kleider sah, war ihr Entschluß unumstößlich gefaßt, ihn am Samstag in strenge Haft zu nehmen und ordentlich schwitzen zu lassen.","Hij kwam vrij laat te huis, en toen hij voorzichtig het raam insprong, viel hij in eene hinderlaag, in de persoon van zijne tante, bij wie, toen zij den staat zag, waarin zijne kleederen verkeerden, het besluit om zijn vrijen Zaterdag in een gevangenschap met dwangarbeid te veranderen, onherroepelijk vaststond."
179,Zweites Kapitel.,HOOFDSTUK II.
180,"Samstag morgen war gekommen, und es war ein heller, frischer Sommermorgen und sprühend von Leben.","De Zaterdagmorgen kwam; een heerlijke, warme zomerdag vol vroolijkheid en leven."
181,"Jedes Herz war voll Gesang, und wessen Herz jung war, der hatte ein Lied auf den Lippen.",Alle harten waren blijde gestemd en de jeugd uitte hare blijdschap in een opgewekt gezang.
182,"Freude glänzte auf allen Gesichtern, und die Lust, zu springen, zuckte in aller Füßen.",Genot was op elk gelaat te lezen en van veerkracht getuigde iedere stap.
183,"Die Akazien blühten, und ihr süßer Duft erfüllte die Luft.",De acacia's stonden in vollen bloei en de lucht was van den geur der bloesems vervuld.
184,"Cardiff Hill, in der Nähe des Hauses und dasselbe überragend, war von Grün bedeckt und war gerade entfernt genug, um wie das gelobte Land, träumerisch, ruhevoll und unberührt zu erscheinen.","De heuvels in en buiten St. Petersburg waren met een groen zomerkleed getooid en zagen er zoo rustig en uitlokkend uit, dat hij die ze in de verte zag droomde van het land van belofte, overvloeiende van melk en honig."
185,Tom erschien auf der Bildfläche mit einem Eimer voll Farbe und einem großen Pinsel.,Tom verscheen aan de deur met een emmer vol witkalk en een verf kwast met een langen steel.
186,"Er überblickte die Umzäunung -- und aller Glanz schwand aus der Natur, und tiefe Schwermut bemächtigte sich seines Geistes.","Hij overzag de schutting die hij moest witten, en de vroolijkheid week uit zijn hart en eene diepe droefgeestigheid daalde daarin neder."
187,Dreißig Yards lang und neun Fuß hoch war der unglückliche Zaun!,Dertig el schutting negen voet hoog!
188,Das Leben erschien ihm traurig. Er empfand sein kleines Dasein als Last.,"Ach, het leven was een last, zwaar om te dragen!"
189,"Seufzend tauchte er den Pinsel in den Topf und strich einmal über die oberste Planke, wiederholte die Operation, und nochmals, und verglich das kleine gestrichene Stückchen mit der unendlichen noch zu erledigenden Strecke -- und hockte sich entmutigt auf einen Baumstumpf.","Al zuchtende doopte hij zijn kwast in de kalk en maakte eene dikke streek; hij herhaalde het werk nog eens en nog eens, vergeleek het onbeteekenend streepje gewitte schutting met het groote veld, dat nog gewit moest worden, en zette zich ontmoedigd op een boomstam neder."
190,"Jim kam mit einem Zinneimer aus der Tür, ,,Buffalo Gals"" singend.","Daar kwam Jim, een liedje zingende, met een emmer aan den arm, de deur uithuppelen."
191,"Wasser von der Pumpe zu holen, war Tom bisher immer als eine der unwürdigsten Verrichtungen erschienen, jetzt schien es ihm anders.","Water uit de stadspomp halen was tot nu toe in Toms oogen een hatelijk werk geweest, maar vandaag scheen het hem zoo heel naar niet."
192,"Er sagte sich, daß er dort Gesellschaft finden werde; Weiße, Mulatten und Neger, Knaben und Mädchen traf man immer dort, die, bis an sie die Reihe, zu pumpen kam, herumlungerten, irgend ein Spiel trieben, sich zankten, prügelten und Wetten anstellten.","Immers hij wist, dat er menschen bij de pomp zouden zijn. Zij was op sommige uren ongenaakbaar vanwege de jongens en meisjes van allerlei soort; blanken, kleurlingen en negers waren er altijd in menigte, die, terwijl zij hun beurt afwachtten, zich met speelgoed verkwanselen, twisten, vechten en krijgertje spelen vermaakten."
193,"Und dann überlegte er, daß die Pumpe zwar nur einhundertundfünfzig Yards entfernt sei, Jim trotzdem aber nie unter einer Stunde brauchte, um einen Eimer Wasser zu holen, und dann auch noch gewöhnlich geholt werden mußte.","Vandaar dat, hoewel de pomp vlak bij was, Jim nooit binnen het uur terugkwam; en dan nog moest hij meestal gehaald worden."
194,"Er sagte also: ,,Du, Jim, ich will Wasser holen, wenn du inzwischen anstreichen willst.""","Daarom zei Tom: ""Zeg eens, Jim, zal ik water halen en jij witten?"""
195,"Jim schüttelte den Kopf und antwortete: ,,Es geht nicht, Master Tom.","Jim schudde het hoofd en zei: ""Dat kan niet, jongeheer."
196,Alte Dame sagen mir zu gehen und holen Wasser und nix aufhalten mit irgendwem.,"De oude juffer heeft me gezegd, dat ik water moest halen en met niemand moest blijven staan praten."
197,"Sie sagen, sie wissen, daß Master Tom werden versuchen zu gewinnen mich zu streichen, und so sie sagen, Jim zu gehen nach sein eigenes Geschäft und nix zu streichen.""","Zij zei ook, dat, als de jongeheer Tom me vroeg om te witten, ik net doen moest alsof ik het niet hoorde;--en dat ze zou komen zien of ik gedaan had, wat ze gezeid had."""
198,",,Ach was, Jim, laß sie nur reden!","""O, stoor je daar niet aan, Jim; dat zegt ze altijd."
199,So macht sie's immer.,Geef den emmer: ik ben binnen twee minuten terug.
200,"Gib mir nur den Eimer -- du sollst sehen, ich bin gleich wieder da! Sie braucht's ja nicht zu wissen.""","Zij zal het nooit te weten komen."""
201,",,Nein, Master Tom, ich nix tun!","""Ik durf niet, jongeheer."
202,"Alte Dame wollen ihm Kopf abreißen, wenn er tut so.","Als de juffer het zag, zou ze me de haren uit het hoofd trekken."""
203,",,Sie?","""Zij?"
204,"Sie kann ja gar nicht schlagen -- sie fährt einem mit dem Fingerhut über den Kopf, und wer macht sich _daraus_ was?","Ze slaat haast nooit,--en als ze het doet, is het alsof er een veer over je rug gaat."
205,"Ihre Worte sind gefährlich, hm, -- ja, aber _sagen_, ist doch nicht _tun_, wenn sie nur nicht so viel dabei weinen wollte.","Zij heeft een grooten mond, maar praatjes doen geen zeer."
206,"-- Du, Jim, ich geb dir auch 'ne Murmel!","Jim, als je het doet, krijg je een knikker, een albasten knikker."""
207,Jim begann zu schwanken.,Jim begon te weifelen.
208,",,Ach, sein das schöne, wunderschöne Glaskugel!","""Een albasten knikker Jim, en een baas ook?"""
209,"Aber Master Tom, ich haben so furchtbar Angst vor alte Dame!""","""Wel, het is verleidelijk, jongeheer, maar ik ben zoo bang voor de oude juffer."""
210,Aber Jim war auch nur ein Mensch -- diese Verführungskünste waren zu stark für ihn.,Doch Jim was een mensch en de verleiding was te groot.
211,Er setzte seinen Eimer hin und griff nach der Kugel.,Hij zette den emmer neder en nam den witten knikker.
212,"Im nächsten Augenblick sauste er die Straße hinunter mit seinem Eimer und einem Schreckensschrei, -- Tom arbeitete mit Vehemenz, und Tante Polly, einen Pantoffel in der Hand und Triumph im Auge, kehrte vom Felde zurück.","Een kwartier later, juist toen tante Polly met een pantoffel in de hand, een glans van triomf op het gelaat, uit den tuin kwam, hoorde men Jim luid klingelend den vollen emmer in de gang zetten en stond Tom weder dapper te witten."
213,Aber Toms Energie hielt nicht lange an.,Maar die witwoede duurde niet lang.
214,"Er begann, an all die Streiche zu denken, die er für heute geplant hatte, und sein Kummer wurde immer größer.","Tom verviel spoedig in gepeins over de pretjes, die hij zich van dezen Zaterdag had voorgesteld en zijn gemoed schoot vol."
215,"Bald würden seine Spielgefährten, frei und sorglos, vorbeikommen, um auf alle möglichen Expeditionen auszugehen und die würden ihre Witze reißen über ihn, der dastand und arbeiten mußte -- der bloße Gedanke daran brannte wie Feuer.","Thans zouden al de jongens, die vrijaf hadden, vol heerlijke plannen voorbijkomen en dan zouden zij hem uitlachen, omdat hij moest witten. Dat was al te erg."
216,"Er kramte seine weltlichen Schätze aus und hielt Heerschau: allerhand selbsterfundenes Spielzeug, Murmel und Plunder -- genug, um sich einen Arbeitstausch zu erkaufen, aber _nicht_ genug, um dadurch auch nur für eine halbe Stunde die Freiheit zu bekommen.","Hij haalde zijne wereldsche schatten voor den dag, bekeek die en zag dat zij uit gebroken speelgoed en andere prullen bestonden. 't Was genoeg om zijn werk voor een paar minuten af te koopen, maar veel te weinig om een half uur vrij te krijgen."
217,"So steckte er seine armselige Habe wieder in die Tasche und gab den Gedanken auf, einen Bestechungsversuch bei den Jungen zu machen.","Hij stak zijne bezittingen weer in den zak en gaf het denkbeeld, van te trachten met die voorwerpen de jongens om te koopen, op."
218,"Mitten in diese trüben und hoffnungslosen Betrachtungen kam plötzlich ein Einfall über ihn. Durchaus kein großer, glänzender Einfall.",In dit wanhopige oogenblik kreeg hij een schitterenden inval.
219,Er nahm seinen Pinsel wieder auf und setzte ruhig die Arbeit fort.,Hij nam den kwast en werkte rustig voort.
220,"Ben Rogers erschien in Sicht, der Junge aller Jungen, der sich über alle lustig machen durfte.","Daar kwam Ben Rogers in 't gezicht, de jongen wiens spot hij boven alles vreesde."
221,"Bens Gang war springend, tanzend, hüpfend -- Beweis genug, daß sein Herz leicht und seine Gedanken und Pläne großartig waren.","Bens tred was een aanhoudend huppelen en springen, een teeken dat zijn hart licht en zijne verwachtingen groot waren."
222,"Er knupperte an einem Apfel und ließ ein langes, melodiöses ho! ho! hören, gefolgt von einem gegrunzten: ding, dong, ding! ding, dong, dong! -- denn er war in diesem Augenblick ein Dampfboot.","Hij at een appel en deed nu en dan een lang liefelijk gefluit hooren, gevolgd door een zwaarklinkend: ding dong dong, ding dong dong. Immers hij stelde een stoomboot voor."
223,"Als er näher kam, mäßigte er seine GeschwindigKeit, nahm die Mitte der Straße, bog nach Steuerbord über und legte elegant und mit vielem Geschrei und Umstand bei, denn er vertrat hier die Stelle des ,,Big Missouri"" und hatte neun Fuß Tiefgang.","Naarmate hij dichterbij kwam, vertraagde hij zijn stap, hield het midden van de straat, leunde ver over stuurboord en begon zeer kunstig, met veel gewicht te laveeren, daar hij de stoomboot ""de groote Missouri"" vertoonde."
224,"Er war Dampfboot, Kapitän, Bemannung zugleich und sah sich selbst auf der Kommandobrücke stehend, Befehle gebend und ihre Ausführung überwachend.","Hij was tegelijk boot, kapitein en machinebel en moest zich zelven dus verbeelden op het dek te staan, daarop bevelen te geven en die ten uitvoer te brengen."
225,",,Stopp!!","""Stop, mijnheer!"
226,"Ling -- a, ling, ling!!""","Ling-ling-ling."""
227,"Die Hauptroute war zu Ende, und er wandte sich langsam einem Nebenarme des Flusses zu. ,,Stopp!",De boot ging iets te spoedig vooruit en de knaap trok langzaam zijwaarts.
228,Zurück!!,"""Iets naar achteren!"
229,"Ling -- a, ling, ling!""","Ling-ling-ling!"""
230,"Seine Arme sanken ermüdet herunter. ,,Steuerbord wenden!",Toen liet hij zijn arm stijf langs de zijden glijden.
231,"Ling -- a, ling, ling!","""Zet haar terug naar stuurboord!"
232,Tschschschuh!,"Ling-ling-ling,"
233,Tschuh!,"Chow-ch-chow chow!"""
234,"Tschuuuhhh!!!""","Daarna begon hij met de rechterhand een cirkel te beschrijven, welke beweging het draaien van een wiel verbeelde."
235,"Ling -- a, ling, ling!","""Terug naar bakboord."
236,Tschschuh! Tschuh!,Ling-ling-ling!
237,"Tschuuuhhh!!""","Chow-chow-ch!"""
238,"Wieder beschrieb der Arm -- diesmal der linke -- gewaltige Kreise. ,,Steuerbord stopp!!",De linkerhand begon cirkels te beschrijven.
239,"Ling -- a, ling, ling!","""Aan stuurboordszijde, stop!"
240,Langsam überholen!,Ling-ling-ling!
241,"Ling -- a, ling, ling!","Aan bakboordszijde, stop!"
242,Tschuh! Tschuuuhhh!!,Laat maar langzaam bijdraaien!
243,Heraus mit dem Tau dort!,Ling-ling-ling!
244,"Lustig, hoho!",Chow-chow-ow!
245,Maschine stopp!!,"Vlug, nu de boeglijn.--Wat doet ge daar?"
246,"Ling -- a, ling, ling!!""",Wind den kabel on dien paal.
247,",,Tschschuh!",Naar den steiger toe--vooruit!
248,Schscht!,Machine stil!
249,(Läßt den Dampf ausströmen.),"Ling-ling-ling!"""
250,"Tom war ganz vertieft in seine Anstreicherei, er merkte nichts von der Ankunft des Dampfbootes!",Tom ging voort met witten en sloeg geen acht op de stoomboot.
251,"Ben blieb einen Moment stehen, dann sagte er: ,,Ho, ho, Strafarbeit, Tom, he?""",Ben staarde hem een oogenblik aan en zeide toen:
252,Keine Antwort.,"""Hi-hi! Je bent een ongelukkige stumperd!"""
253,Tom überschaute seine Arbeit mit dem Auge eines Künstlers.,"Geen antwoord. Tom bekeek de laatste streek van den witkwast met het oog van een kunstenaar, maakte nog een keurig haaltje en zag, hoe dat voldeed."
254,Dann machte er mit dem Pinsel noch einen eleganten Strich und übte wieder Kritik.,Ben ging naast hem staan.
255,"Ben rannte zu ihm hin, Tom wässerte der Mund nach dem Apfel, aber er stellte sich ganz vertieft in seine Arbeit.","Tom watertandde bij het gezicht van den appel, doch hij witte ijverig door."
256,"Ben sagte: ,,Hallo, alter Bursche, Strafarbeit, was?""","Ben zeide: ""Heila, oude jongen, je moet voor straf werken, he?"""
257,",,Ach, bist du's, Ben.","""Wel, Ben, ben jij daar?"
258,"Ich hatte dich nicht bemerkt.""","Ik zag je niet."""
259,",,Weißt, ich geh' grad zum Schwimmen.","""Zeg, ik ga zwemmen. Zou jij ook niet willen, als je mocht?"
260,Würdest du gern mitgehen können?,"Maar jij moet werken, niet waar?"""
261,"Tom schaute den Burschen erstaunt an und sagte: ,,Was nennst du _Arbeit_?""","Tom keek den jongen aan en zeide: ""Wat noem je werken?"""
262,",,Na, ist das denn _keine_ Arbeit?""","""Wel, is dit geen werken?"""
263,Tom betrachtete seine Malerei und sagte nachlässig:,Tom begon weer te witten en antwoordde koeltjes:
264,",,Na, vielleicht _ist_ das Arbeit, oder es ist _keine_ Arbeit, jedenfalls macht es Tom Sawyer Spaß."" ,,Na, na, du willst doch nicht wirklich sagen, daß dir das da Spaß macht!?""","""Nu, het mag werken zijn of niet, wat ik weet, is, dat Tom Sawyer het dol prettig vindt."""
265,Ben erschien die Sache plötzlich in anderem Lichte.,Daar kwam de zaak in een ander licht.
266,"Er hörte auf, an seinem Apfel zu knuppern.",Ben stond stil en beet op zijn appel.
267,"Tom fuhr mit seinem Pinsel bedächtig hin und her, hin und her, hielt an, um sich von der Wirkung zu überzeugen, half hier und da ein bißchen nach, prüfte wieder, während Ben immer aufmerksamer wurde, immer interessierter.","Tom streek met zijn kwast voorzichtig op en neer, ging een stap of wat achteruit, om te zien hoe zijn werk voldeed, maakte een haaltje hier en een haaltje daar, keek nog eens naar het effect, terwijl Ben elke beweging bespiedde en hoe langer hoe meer belang in den arbeid begon te stellen."
268,"Plötzlich sagte er: ,,Du, Tom, laß mich ein bißchen streichen!""","Eindelijk zeide hij: ""Och, Tom, laat mij eens even witten."""
269,"Tom überlegte, war nahe daran, einzuwilligen, aber er besann sich: ,,Ne, ne.","Tom bedacht zich een oogenblik en was op het punt toe te geven, maar kwam even spoedig op dat voornemen terug."
270,"Ich würde es herzlich gern tun, Ben.","""Neen, neen, dat zal niet gaan, Ben."
271,"Aber -- Tante Polly gibt so viel gerade auf diesen Zaun, gerade an der Straße -- weißt du. Aber wenn es der _schwarze_ Zaun wäre, wär's _mir_ recht und _ihr_ wär's auch recht.","Je moet weten, Ben, dat tante Polly verschrikkelijk precies is op die schutting; zij staat zoo vlak aan den weg, weet je.--Als het nog achter was, zou ik er niet tegen hebben, en zou tante het wel goedvinden."
272,"Ja, sie gibt schrecklich viel auf diesen Zaun, deshalb muß ich das da _sehr_ sorgfältig machen! Ich glaube von tausend, was -- zweitausend Jungen ist vielleicht nicht einer, der's ihr recht machen kann, wie sie's haben will.""","Zij is vreeselijk precies op het witten; het moet keurig netjes gedaan worden, en ik geloof niet, dat er van de duizend, neen van de tweeduizend jongens één is, die het doet zooals het behoort."" ""Zoo, is het zoo moeilijk?"
