id,translation
153,"{'de': 'Ich hab\' einen Bruder, der noch viel stärker ist als deiner. Der wirft deinen Bruder über den Zaun da!""', 'nl': 'Ik heb een broer, die nog veel grooter is dan die van jou, en die smijt jou vierkant over de schutting.""'}"
154,"{'de': 'Beide Brüder waren natürlich durchaus imaginär.', 'nl': '(De twee broeders bestonden slechts in hunne verbeelding.)'}"
155,"{'de': ',,Das lügst du!""', 'nl': '""Dat is een leugen.""'}"
156,"{'de': ',,Das weißt _du_!""', 'nl': '""Iets is nog geen leugen, omdat jij het blieft te zeggen.""'}"
157,"{'de': 'Tom zog mit dem Fuß einen Strich durch den Sand und sagte:', 'nl': 'Tom maakte eene streep in het zand met zijn grooten teen en zeide:'}"
158,"{'de': ',,Komm herüber und ich hau dich, daß du liegen bleibst!""', 'nl': '""Stap hier eens over en ik zal je een pak geven, dat je niet meer op je beenen staan kunt.""'}"
159,"{'de': 'Sofort sprang der andere hinüber und sagte herausfordernd: ,,So, nun tu\'s!""', 'nl': 'De nieuwe jongen stapte er dadelijk over en zeide:'}"
160,"{'de': ',,Mach mich nicht wütend, rat ich dir!""', 'nl': 'Waarom doe je \'t dan niet?""'}"
161,"{'de': ',,Beim Deuker, für zwei Penny würd\' ich\'s wirklich tun!""', 'nl': '""Sapperloot, ik doe het voor twee centen!""'}"
162,"{'de': 'Im nächsten Augenblick hatte der feine Junge ein Zweipennystück aus der Tasche geholt und hielt es Tom herausfordernd vor die Nase.', 'nl': 'De nieuwe jongen haalde twee vuile centen uit zijn zak en bood die Tom met een spottend gezicht aan.'}"
163,"{'de': 'Tom schlug es ihm aus der Hand.', 'nl': 'Tom smeet de centen op den grond.'}"
164,"{'de': 'Im nächsten Augenblick rollten beide Jungen im Schmutz, ineinander verbissen wie zwei Katzen, und während ein paar Minuten rissen und zerrten sie sich an den Haaren und Kleidern, schlugen und zerkratzten sich die Nasen und bedeckten sich mit Staub und Ruhm.', 'nl': 'In een oogenblik rolden en buitelden de jongens in het stof en vochten als leeuwen; een minuut lang rukten en plukten zij elkaar, trokken elkaar bij het haar en de kleeren, stompten en krabden elkander en overdekten zich met modder en lauweren.'}"
165,"{'de': 'Plötzlich klärte sich die Situation, und aus dem Kampfgewühl tauchte Tom empor, auf dem andern reitend und ihn mit den Fäusten traktierend.', 'nl': 'Een oogenblik later kwam er orde uit de verwarring en Tom werd uit den damp van het slagveld zichtbaar, op den nieuwen jongen gezeten en een regen van vuistslagen op hem doende nederdalen.'}"
166,"{'de': ',,Sag: Genug!""', 'nl': '""Is het nou genoeg?"" vroeg hij.'}"
167,"{'de': 'Der Bengel setzte seine krampfhaften Bemühungen, sich zu befreien, fort, vor Wut schreiend. ,,Sag: Genug!""', 'nl': 'De jongen worstelde om van den grond op te komen.'}"
168,"{'de': 'Und Tom prügelte lustig weiter.', 'nl': 'Hij schreeuwde meer uit woede dan van pijn.'}"
169,"{'de': 'Schließlich stieß der andere ein halb ersticktes ,,Genug"" hervor. Tom ließ ihn aufstehen und sagte:', 'nl': 'Eindelijk ontsnapte den nieuwen jongen een onderdrukt ""genoeg,"" en Tom liet hem opstaan met de woorden:'}"
170,"{'de': "",,So, nun weißt du's!"", 'nl': '""Dat is een goede les voor je, mannetje.'}"
171,"{'de': 'Das nächste Mal sieh dich besser vor, mit wem du anbindest!""', 'nl': 'Ik zou je raden een volgenden keer te kijken wien je voor hebt, eer je met iemand den gek steekt.""'}"
172,"{'de': 'Der Fremde trollte sich, sich den Staub von den Kleidern schlagend, schluchzend, sich die Nase reibend, von Zeit zu Zeit sich umsehend, um Tom zu drohen, daß _er ihn_ das nächste Mal verhauen werde, worauf Tom höhnisch lachte und seelenvergnügt nach Hause schlenderte.', 'nl': 'De nieuwe jongen stond op, sloeg het stof van zijne kleederen, en liep snikkende weg, terwijl hij gedurig het hoofd omdraaide en Tom dreigde, dat hij hem een ander maal wel te pakken zou krijgen. Tom beantwoordde de dreigementen met schimpscheuten en stapte voort met hooge borst.'}"
173,"{'de': 'Und sobald er den Rücken gewandt hatte, hob der andere einen Stein auf, zielte, traf Tom zwischen die Schultern und rannte davon mit der Geschwindigkeit einer Antilope.', 'nl': 'Hij had zijn rug echter nog niet gekeerd of de nieuwe jongen nam een steen op, smeet hem dien achterna, raakte hem daarmede tusschen de schouders en rende toen weg, zoo snel als zijne beenen hem dragen konden.'}"
174,"{'de': 'Tom verfolgte den Verräter bis zu dessen Wohnung und fand so heraus, wo er wohne.', 'nl': 'Tom zette den verrader na tot aan zijn huis en ontdekte alzoo waar hij woonde.'}"
175,"{'de': 'Als tapferer Held blieb er dann herausfordernd eine Zeitlang an einem Zaun stehen, um zu warten, ob der Feind es wagen werde, wieder herauszukommen; aber der Feind begnügte sich, ihm durch die Fenster Gesichter zu schneiden und hütete sich, den neutralen Boden zu verlassen.', 'nl': 'Een tijdlang bleef hij bij de deur post vatten, den vijand tartende buiten te komen, maar deze hield zich schuil achter het raam, waar hij tegen Tom gezichten stond te trekken.'}"
176,"{'de': 'Schließlich erschien des Feindes Mutter und nannte Tom ein schlechtes, lasterhaftes, gemeines Kind und jagte ihn davon.', 'nl': 'Eindelijk kwam de moeder van den vijand voor den dag, die Tom voor een leelijken, gemeenen jongen uitschold en hem gelaste zijn biezen te pakken.'}"
177,"{'de': 'So ging Tom also fort, aber er sagte, ,,er hoffe, den Feind doch noch einmal zu erwischen.""', 'nl': 'Toen ging Tom heen en mompelde tusschen zijne tanden, dat de nieuwe jongen geen cent waard was.'}"
178,"{'de': 'Er kam ein bißchen spät nach Haus, und indem er behutsam in das Fenster kletterte, entdeckte er einen Hinterhalt in Gestalt seiner Tante; und als _sie_ den Zustand seiner Kleider sah, war ihr Entschluß unumstößlich gefaßt, ihn am Samstag in strenge Haft zu nehmen und ordentlich schwitzen zu lassen.', 'nl': 'Hij kwam vrij laat te huis, en toen hij voorzichtig het raam insprong, viel hij in eene hinderlaag, in de persoon van zijne tante, bij wie, toen zij den staat zag, waarin zijne kleederen verkeerden, het besluit om zijn vrijen Zaterdag in een gevangenschap met dwangarbeid te veranderen, onherroepelijk vaststond.'}"
179,"{'de': 'Zweites Kapitel.', 'nl': 'HOOFDSTUK II.'}"
180,"{'de': 'Samstag morgen war gekommen, und es war ein heller, frischer Sommermorgen und sprühend von Leben.', 'nl': 'De Zaterdagmorgen kwam; een heerlijke, warme zomerdag vol vroolijkheid en leven.'}"
181,"{'de': 'Jedes Herz war voll Gesang, und wessen Herz jung war, der hatte ein Lied auf den Lippen.', 'nl': 'Alle harten waren blijde gestemd en de jeugd uitte hare blijdschap in een opgewekt gezang.'}"
182,"{'de': 'Freude glänzte auf allen Gesichtern, und die Lust, zu springen, zuckte in aller Füßen.', 'nl': 'Genot was op elk gelaat te lezen en van veerkracht getuigde iedere stap.'}"
183,"{'de': 'Die Akazien blühten, und ihr süßer Duft erfüllte die Luft.', 'nl': ""De acacia's stonden in vollen bloei en de lucht was van den geur der bloesems vervuld.""}"
184,"{'de': 'Cardiff Hill, in der Nähe des Hauses und dasselbe überragend, war von Grün bedeckt und war gerade entfernt genug, um wie das gelobte Land, träumerisch, ruhevoll und unberührt zu erscheinen.', 'nl': 'De heuvels in en buiten St. Petersburg waren met een groen zomerkleed getooid en zagen er zoo rustig en uitlokkend uit, dat hij die ze in de verte zag droomde van het land van belofte, overvloeiende van melk en honig.'}"
185,"{'de': 'Tom erschien auf der Bildfläche mit einem Eimer voll Farbe und einem großen Pinsel.', 'nl': 'Tom verscheen aan de deur met een emmer vol witkalk en een verf kwast met een langen steel.'}"
186,"{'de': 'Er überblickte die Umzäunung -- und aller Glanz schwand aus der Natur, und tiefe Schwermut bemächtigte sich seines Geistes.', 'nl': 'Hij overzag de schutting die hij moest witten, en de vroolijkheid week uit zijn hart en eene diepe droefgeestigheid daalde daarin neder.'}"
187,"{'de': 'Dreißig Yards lang und neun Fuß hoch war der unglückliche Zaun!', 'nl': 'Dertig el schutting negen voet hoog!'}"
188,"{'de': 'Das Leben erschien ihm traurig. Er empfand sein kleines Dasein als Last.', 'nl': 'Ach, het leven was een last, zwaar om te dragen!'}"
189,"{'de': 'Seufzend tauchte er den Pinsel in den Topf und strich einmal über die oberste Planke, wiederholte die Operation, und nochmals, und verglich das kleine gestrichene Stückchen mit der unendlichen noch zu erledigenden Strecke -- und hockte sich entmutigt auf einen Baumstumpf.', 'nl': 'Al zuchtende doopte hij zijn kwast in de kalk en maakte eene dikke streek; hij herhaalde het werk nog eens en nog eens, vergeleek het onbeteekenend streepje gewitte schutting met het groote veld, dat nog gewit moest worden, en zette zich ontmoedigd op een boomstam neder.'}"
190,"{'de': 'Jim kam mit einem Zinneimer aus der Tür, ,,Buffalo Gals"" singend.', 'nl': 'Daar kwam Jim, een liedje zingende, met een emmer aan den arm, de deur uithuppelen.'}"
191,"{'de': 'Wasser von der Pumpe zu holen, war Tom bisher immer als eine der unwürdigsten Verrichtungen erschienen, jetzt schien es ihm anders.', 'nl': 'Water uit de stadspomp halen was tot nu toe in Toms oogen een hatelijk werk geweest, maar vandaag scheen het hem zoo heel naar niet.'}"
192,"{'de': 'Er sagte sich, daß er dort Gesellschaft finden werde; Weiße, Mulatten und Neger, Knaben und Mädchen traf man immer dort, die, bis an sie die Reihe, zu pumpen kam, herumlungerten, irgend ein Spiel trieben, sich zankten, prügelten und Wetten anstellten.', 'nl': 'Immers hij wist, dat er menschen bij de pomp zouden zijn. Zij was op sommige uren ongenaakbaar vanwege de jongens en meisjes van allerlei soort; blanken, kleurlingen en negers waren er altijd in menigte, die, terwijl zij hun beurt afwachtten, zich met speelgoed verkwanselen, twisten, vechten en krijgertje spelen vermaakten.'}"
193,"{'de': 'Und dann überlegte er, daß die Pumpe zwar nur einhundertundfünfzig Yards entfernt sei, Jim trotzdem aber nie unter einer Stunde brauchte, um einen Eimer Wasser zu holen, und dann auch noch gewöhnlich geholt werden mußte.', 'nl': 'Vandaar dat, hoewel de pomp vlak bij was, Jim nooit binnen het uur terugkwam; en dan nog moest hij meestal gehaald worden.'}"
194,"{'de': 'Er sagte also: ,,Du, Jim, ich will Wasser holen, wenn du inzwischen anstreichen willst.""', 'nl': 'Daarom zei Tom: ""Zeg eens, Jim, zal ik water halen en jij witten?""'}"
195,"{'de': 'Jim schüttelte den Kopf und antwortete: ,,Es geht nicht, Master Tom.', 'nl': 'Jim schudde het hoofd en zei: ""Dat kan niet, jongeheer.'}"
196,"{'de': 'Alte Dame sagen mir zu gehen und holen Wasser und nix aufhalten mit irgendwem.', 'nl': 'De oude juffer heeft me gezegd, dat ik water moest halen en met niemand moest blijven staan praten.'}"
197,"{'de': 'Sie sagen, sie wissen, daß Master Tom werden versuchen zu gewinnen mich zu streichen, und so sie sagen, Jim zu gehen nach sein eigenes Geschäft und nix zu streichen.""', 'nl': 'Zij zei ook, dat, als de jongeheer Tom me vroeg om te witten, ik net doen moest alsof ik het niet hoorde;--en dat ze zou komen zien of ik gedaan had, wat ze gezeid had.""'}"
198,"{'de': ',,Ach was, Jim, laß sie nur reden!', 'nl': '""O, stoor je daar niet aan, Jim; dat zegt ze altijd.'}"
199,"{'de': ""So macht sie's immer."", 'nl': 'Geef den emmer: ik ben binnen twee minuten terug.'}"
200,"{'de': 'Gib mir nur den Eimer -- du sollst sehen, ich bin gleich wieder da! Sie braucht\'s ja nicht zu wissen.""', 'nl': 'Zij zal het nooit te weten komen.""'}"
201,"{'de': ',,Nein, Master Tom, ich nix tun!', 'nl': '""Ik durf niet, jongeheer.'}"
202,"{'de': 'Alte Dame wollen ihm Kopf abreißen, wenn er tut so.', 'nl': 'Als de juffer het zag, zou ze me de haren uit het hoofd trekken.""'}"
203,"{'de': ',,Sie?', 'nl': '""Zij?'}"
204,"{'de': 'Sie kann ja gar nicht schlagen -- sie fährt einem mit dem Fingerhut über den Kopf, und wer macht sich _daraus_ was?', 'nl': 'Ze slaat haast nooit,--en als ze het doet, is het alsof er een veer over je rug gaat.'}"
205,"{'de': 'Ihre Worte sind gefährlich, hm, -- ja, aber _sagen_, ist doch nicht _tun_, wenn sie nur nicht so viel dabei weinen wollte.', 'nl': 'Zij heeft een grooten mond, maar praatjes doen geen zeer.'}"
206,"{'de': ""-- Du, Jim, ich geb dir auch 'ne Murmel!"", 'nl': 'Jim, als je het doet, krijg je een knikker, een albasten knikker.""'}"
207,"{'de': 'Jim begann zu schwanken.', 'nl': 'Jim begon te weifelen.'}"
208,"{'de': ',,Ach, sein das schöne, wunderschöne Glaskugel!', 'nl': '""Een albasten knikker Jim, en een baas ook?""'}"
209,"{'de': 'Aber Master Tom, ich haben so furchtbar Angst vor alte Dame!""', 'nl': '""Wel, het is verleidelijk, jongeheer, maar ik ben zoo bang voor de oude juffer.""'}"
210,"{'de': 'Aber Jim war auch nur ein Mensch -- diese Verführungskünste waren zu stark für ihn.', 'nl': 'Doch Jim was een mensch en de verleiding was te groot.'}"
211,"{'de': 'Er setzte seinen Eimer hin und griff nach der Kugel.', 'nl': 'Hij zette den emmer neder en nam den witten knikker.'}"
212,"{'de': 'Im nächsten Augenblick sauste er die Straße hinunter mit seinem Eimer und einem Schreckensschrei, -- Tom arbeitete mit Vehemenz, und Tante Polly, einen Pantoffel in der Hand und Triumph im Auge, kehrte vom Felde zurück.', 'nl': 'Een kwartier later, juist toen tante Polly met een pantoffel in de hand, een glans van triomf op het gelaat, uit den tuin kwam, hoorde men Jim luid klingelend den vollen emmer in de gang zetten en stond Tom weder dapper te witten.'}"
213,"{'de': 'Aber Toms Energie hielt nicht lange an.', 'nl': 'Maar die witwoede duurde niet lang.'}"
214,"{'de': 'Er begann, an all die Streiche zu denken, die er für heute geplant hatte, und sein Kummer wurde immer größer.', 'nl': 'Tom verviel spoedig in gepeins over de pretjes, die hij zich van dezen Zaterdag had voorgesteld en zijn gemoed schoot vol.'}"
215,"{'de': 'Bald würden seine Spielgefährten, frei und sorglos, vorbeikommen, um auf alle möglichen Expeditionen auszugehen und die würden ihre Witze reißen über ihn, der dastand und arbeiten mußte -- der bloße Gedanke daran brannte wie Feuer.', 'nl': 'Thans zouden al de jongens, die vrijaf hadden, vol heerlijke plannen voorbijkomen en dan zouden zij hem uitlachen, omdat hij moest witten. Dat was al te erg.'}"
216,"{'de': 'Er kramte seine weltlichen Schätze aus und hielt Heerschau: allerhand selbsterfundenes Spielzeug, Murmel und Plunder -- genug, um sich einen Arbeitstausch zu erkaufen, aber _nicht_ genug, um dadurch auch nur für eine halbe Stunde die Freiheit zu bekommen.', 'nl': ""Hij haalde zijne wereldsche schatten voor den dag, bekeek die en zag dat zij uit gebroken speelgoed en andere prullen bestonden. 't Was genoeg om zijn werk voor een paar minuten af te koopen, maar veel te weinig om een half uur vrij te krijgen.""}"
217,"{'de': 'So steckte er seine armselige Habe wieder in die Tasche und gab den Gedanken auf, einen Bestechungsversuch bei den Jungen zu machen.', 'nl': 'Hij stak zijne bezittingen weer in den zak en gaf het denkbeeld, van te trachten met die voorwerpen de jongens om te koopen, op.'}"
218,"{'de': 'Mitten in diese trüben und hoffnungslosen Betrachtungen kam plötzlich ein Einfall über ihn. Durchaus kein großer, glänzender Einfall.', 'nl': 'In dit wanhopige oogenblik kreeg hij een schitterenden inval.'}"
219,"{'de': 'Er nahm seinen Pinsel wieder auf und setzte ruhig die Arbeit fort.', 'nl': 'Hij nam den kwast en werkte rustig voort.'}"
220,"{'de': 'Ben Rogers erschien in Sicht, der Junge aller Jungen, der sich über alle lustig machen durfte.', 'nl': ""Daar kwam Ben Rogers in 't gezicht, de jongen wiens spot hij boven alles vreesde.""}"
221,"{'de': 'Bens Gang war springend, tanzend, hüpfend -- Beweis genug, daß sein Herz leicht und seine Gedanken und Pläne großartig waren.', 'nl': 'Bens tred was een aanhoudend huppelen en springen, een teeken dat zijn hart licht en zijne verwachtingen groot waren.'}"
222,"{'de': 'Er knupperte an einem Apfel und ließ ein langes, melodiöses ho! ho! hören, gefolgt von einem gegrunzten: ding, dong, ding! ding, dong, dong! -- denn er war in diesem Augenblick ein Dampfboot.', 'nl': 'Hij at een appel en deed nu en dan een lang liefelijk gefluit hooren, gevolgd door een zwaarklinkend: ding dong dong, ding dong dong. Immers hij stelde een stoomboot voor.'}"
223,"{'de': 'Als er näher kam, mäßigte er seine GeschwindigKeit, nahm die Mitte der Straße, bog nach Steuerbord über und legte elegant und mit vielem Geschrei und Umstand bei, denn er vertrat hier die Stelle des ,,Big Missouri"" und hatte neun Fuß Tiefgang.', 'nl': 'Naarmate hij dichterbij kwam, vertraagde hij zijn stap, hield het midden van de straat, leunde ver over stuurboord en begon zeer kunstig, met veel gewicht te laveeren, daar hij de stoomboot ""de groote Missouri"" vertoonde.'}"
224,"{'de': 'Er war Dampfboot, Kapitän, Bemannung zugleich und sah sich selbst auf der Kommandobrücke stehend, Befehle gebend und ihre Ausführung überwachend.', 'nl': 'Hij was tegelijk boot, kapitein en machinebel en moest zich zelven dus verbeelden op het dek te staan, daarop bevelen te geven en die ten uitvoer te brengen.'}"
225,"{'de': ',,Stopp!!', 'nl': '""Stop, mijnheer!'}"
226,"{'de': 'Ling -- a, ling, ling!!""', 'nl': 'Ling-ling-ling.""'}"
227,"{'de': 'Die Hauptroute war zu Ende, und er wandte sich langsam einem Nebenarme des Flusses zu. ,,Stopp!', 'nl': 'De boot ging iets te spoedig vooruit en de knaap trok langzaam zijwaarts.'}"
228,"{'de': 'Zurück!!', 'nl': '""Iets naar achteren!'}"
229,"{'de': 'Ling -- a, ling, ling!""', 'nl': 'Ling-ling-ling!""'}"
230,"{'de': 'Seine Arme sanken ermüdet herunter. ,,Steuerbord wenden!', 'nl': 'Toen liet hij zijn arm stijf langs de zijden glijden.'}"
231,"{'de': 'Ling -- a, ling, ling!', 'nl': '""Zet haar terug naar stuurboord!'}"
232,"{'de': 'Tschschschuh!', 'nl': 'Ling-ling-ling,'}"
233,"{'de': 'Tschuh!', 'nl': 'Chow-ch-chow chow!""'}"
234,"{'de': 'Tschuuuhhh!!!""', 'nl': 'Daarna begon hij met de rechterhand een cirkel te beschrijven, welke beweging het draaien van een wiel verbeelde.'}"
235,"{'de': 'Ling -- a, ling, ling!', 'nl': '""Terug naar bakboord.'}"
236,"{'de': 'Tschschuh! Tschuh!', 'nl': 'Ling-ling-ling!'}"
237,"{'de': 'Tschuuuhhh!!""', 'nl': 'Chow-chow-ch!""'}"
238,"{'de': 'Wieder beschrieb der Arm -- diesmal der linke -- gewaltige Kreise. ,,Steuerbord stopp!!', 'nl': 'De linkerhand begon cirkels te beschrijven.'}"
